,user_id,age_month,learn_num,finish_num,ppt,task,share,result
4150,2000002763442575,55,2,2,25,25,2,1
4151,2000002763444248,62,4,4,36,30,2,1
4152,2000002763445291,69,12,12,37,31,22,1
4154,2000002763447559,51,4,4,14,10,2,1
4155,2000002763447702,65,2,3,25,22,7,1
4157,2000002763458736,66,1,0,0,0,0,1
4158,2000002763459021,56,2,0,29,10,0,1
4159,2000002763461034,57,3,4,33,29,1,1
4160,2000002763462795,66,5,7,25,21,15,1
4161,2000002763464007,64,4,5,34,27,12,1
4162,2000002763467233,71,0,0,22,14,0,1
4166,2000002763474420,64,4,4,44,29,16,1
4167,2000002763478202,45,7,7,34,54,1,1
4168,2000002763478427,73,3,3,57,37,8,1
4169,2000002763480084,67,3,3,35,28,7,1
4171,2000002763481455,56,5,7,17,16,11,1
4172,2000002763481710,56,2,3,38,28,7,1
4173,2000002763484744,37,3,1,0,12,0,1
4175,2000002763506157,70,1,1,0,0,0,1
4176,2000002763506213,51,4,4,52,35,21,1
4177,2000002763524568,49,8,8,62,30,13,1
4178,2000002763527946,75,4,4,26,24,8,1
4179,2000002763531471,57,3,3,38,28,7,1
4180,2000002763542064,62,4,4,49,34,0,1
4183,2000002763559929,63,2,2,43,31,12,1
4184,2000002763562615,80,5,5,32,24,8,1
4185,2000002763563054,74,2,2,17,14,5,1
4186,2000002763564494,57,3,3,36,26,6,1
4187,2000002763569273,81,8,8,79,49,11,1
4188,2000002763572165,49,3,3,17,25,3,1
4189,2000002763580890,46,4,5,43,41,6,1
4192,2000002763591755,77,4,4,39,31,8,1
4194,2000002772669575,52,2,2,27,22,19,1
4195,2000002772741778,51,8,8,34,24,1,1
4196,2000002775201812,56,0,1,0,0,0,1
4198,2000002775226300,100,6,6,0,0,7,1
4200,2000002775300198,80,4,5,16,14,4,1
4201,2000002775301821,54,4,4,60,62,5,1
4202,2000002775305506,78,5,5,80,43,20,1
4203,2000002775311095,71,2,2,29,21,2,1
4204,2000002775326066,92,1,1,9,7,6,1
4205,2000002775330067,76,1,0,0,0,0,1
4207,2000002775333244,42,4,3,9,28,15,1
4208,2000002775335747,74,11,10,26,18,4,1
4209,2000002775343633,44,2,2,44,14,4,1
4210,2000002775345040,46,4,3,146,54,4,1
